trait,effect,model,type,variables,est,se,lb,ub,mod.est,mod.se,mod.lb,mod.ub
cns,rt.cl,CLPM,Observed,Single,0.014261317782590923,0.005258095262426874,0.003955640440953569,0.024566995124228278,0.007451574024750843,0.004980564771598304,-0.0023101535502507934,0.017213301599752477
cns,rt.cl,RICLPM,Latent,All,-0.07584596395842591,0.020792210575354478,-0.11659794784509352,-0.035093980071758304,0.04258881338739718,0.019474752247812768,0.004419000373843698,0.08075862640095066
cns,rt.cl,RICLPM,Latent,Single,-0.022962851443348017,0.01967370555053509,-0.061522605764842545,0.01559690287814651,0.021284813823742754,0.019576286056264963,-0.017084001797590218,0.059653629445075726
cns,rt.cl,RICLPM,Observed,All,-0.010631566614740861,0.010750581234729177,-0.03170231864768219,0.010439185418200471,0.021918587754122365,0.010729575904597694,8.890054117221165e-4,0.04294817009652262
cns,rt.cl,RICLPM,Observed,Single,-0.009291952462243788,0.01433966466738928,-0.037397178760708305,0.01881327383622073,0.017894240468785908,0.014470657537443414,-0.010467727137216248,0.046256208074788065
cns,tr.cl,CLPM,Latent,All,-0.0033837760738419454,0.005365333301079085,-0.01389963610901035,0.007132083961326459,-0.0032146567202190027,0.005019824205836586,-0.013053331372381087,0.006624017931943083
cns,tr.cl,CLPM,Latent,Single,-0.0025197439294220437,0.005259027910189881,-0.012827249227085157,0.0077877613682410685,-0.002972740262157131,0.0049813682200372375,-0.012736042567162511,0.006790562042848249
cns,tr.cl,CLPM,Observed,All,0.018471317184934156,0.005257653845621397,0.008166505004337707,0.028776129365530603,0.0018190813882193826,0.004980937123270072,-0.0079433759826485,0.011581538759087264
cns,tr.cl,CLPM,Observed,Single,0.014508176126109393,0.005258429102802268,0.004201844469359679,0.024814507782859107,0.002177312992016299,0.004981333825145852,-0.007585921900240713,0.01194054788427331
cns,tr.cl,RICLPM,Latent,All,-0.01990459853567681,0.014859769284466752,-0.04902921115180617,0.00922001408045255,0.011562480617368542,0.013907844066858865,-0.015696392856273906,0.03882135409101099
cns,tr.cl,RICLPM,Latent,Single,-0.029402779559738093,0.02536584021676331,-0.07911891282219186,0.020313353702715663,0.04229016980302038,0.025302421510636636,-0.007301665079478964,0.09188200468551973
cns,tr.cl,RICLPM,Observed,All,-0.012238190040125232,0.023084359881223475,-0.057482704013484556,0.03300632393323409,0.03031485934828248,0.023593491220034565,-0.015927533712547244,0.07655725240911221
cns,tr.cl,RICLPM,Observed,Single,-0.016564543488272316,0.02304074535736211,-0.06172357456566051,0.028594487589115872,0.026479105810855087,0.023549092017981887,-0.01967626641300907,0.07263447803471924
ext,rt.cl,CLPM,Latent,All,0.001667712166742539,0.012257433245993698,-0.022356415538308996,0.025691839871794072,-3.84102722321152e-4,0.011746711888681899,-0.02340723496090615,0.022639029516263846
ext,rt.cl,CLPM,Latent,Single,0.006649922051389725,0.0055310653739761104,-0.004190766877740015,0.017490610980519464,-0.009740273438353729,0.005266094670075935,-0.020061629330880897,5.810824541734403e-4
ext,rt.cl,CLPM,Observed,All,-0.007849509140025322,0.005323288038365796,-0.018282961974555152,0.0025839436945045095,-0.007051181541283797,0.005047817940074822,-0.016944722904345615,0.002842359821778018
ext,rt.cl,CLPM,Observed,Single,-1.5369465393064868e-4,0.005259144963615006,-0.010461429372091272,0.010154040064229975,-0.009287940135580751,0.004980788963784881,-0.019050107119193693,4.742268480321891e-4
ext,rt.cl,RICLPM,Latent,All,-0.1003293241458745,0.04808056557436713,-0.19456550102795045,-0.0060931472637985595,0.036930061517011704,0.04505714854120155,-0.05138032686981476,0.12524044990383817
ext,rt.cl,RICLPM,Latent,Single,-0.025639553062276853,0.03583611676466482,-0.09587705126679194,0.04459794514223823,-0.04316352011926201,0.03641232938858819,-0.1145303743141042,0.0282033340755802
ext,rt.cl,RICLPM,Observed,All,-0.01901195077136132,0.01584551516413996,-0.050068589809558924,0.01204468826683628,-0.021202234918115574,0.01605165979834504,-0.05266291001496132,0.010258440178730167
ext,rt.cl,RICLPM,Observed,Single,-0.01339867199157048,0.012246522861905515,-0.03740141573675168,0.010604071753610719,-0.015666492151806925,0.012292840494812848,-0.03976001678933564,0.00842703248572179
ext,tr.cl,CLPM,Latent,All,0.004239171234492507,0.005366242904323072,-0.006278471590274334,0.014756814059259347,-0.001037851084938596,0.005021131605281125,-0.010879088192925386,0.008803386023048195
ext,tr.cl,CLPM,Latent,Single,0.005630138757511552,0.00525954051059542,-0.004678371218484876,0.01593864873350798,-0.0014257371796348303,0.004982075172886589,-0.011190425086763708,0.008338950727494045
ext,tr.cl,CLPM,Observed,All,9.845683239314807e-4,0.005259695010387365,-0.009324244466092778,0.011293381113955739,-9.665031257308851e-4,0.0049821084119952225,-0.010731256180315561,0.008798249928853792
ext,tr.cl,CLPM,Observed,Single,-3.0459874939593853e-4,0.005259793018827073,-0.010613603632432208,0.01000440613364033,-0.00087380659256348415,0.004982163834765203,-0.010638668273781245,0.008891055088654277
ext,tr.cl,RICLPM,Latent,All,0.0024188838355479955,0.010033265345416393,-0.017245954888801956,0.022083722559897948,0.0051104381868738915,0.009362367528946527,-0.01323946497988856,0.023460341353636345
ext,tr.cl,RICLPM,Latent,Single,0.012445031892730756,0.01449157029578678,-0.015957923966441787,0.0408479877519033,-0.009771220223016562,0.014484569835830404,-0.038160455432799396,0.018618014986766268
ext,tr.cl,RICLPM,Observed,All,0.011015591731723019,0.01583567963450424,-0.020021770022619692,0.04205295348606573,-9.637069497126882e-5,0.016032706256372042,-0.031519897532170466,0.03132715614222793
ext,tr.cl,RICLPM,Observed,Single,0.015015295687203695,0.01897826733971639,-0.02218142478761321,0.0522120161620206,8.397227663812235e-4,0.019307764856444743,-0.03700280097421864,0.038682246506981086
neu,rt.cl,CLPM,Latent,All,0.011229264322675776,0.005676262027514719,1.039951819346227e-4,0.02235453346341693,-0.0018782943999303915,0.005332082492217682,-0.01232898404727362,0.008572395247412837
neu,rt.cl,CLPM,Latent,Single,0.00719540176980603,0.005519994637359005,-0.003623588914271855,0.018014392453883914,-4.89944881224258e-4,0.005155085572189911,-0.01059372693993854,0.009613837177490024
neu,rt.cl,CLPM,Observed,All,0.010296646661455727,0.00525707947507967,-7.039773565156726e-6,0.02060033309647661,-0.0011357084641114017,0.004981335790713732,-0.010898947208810668,0.008627530280587865
neu,rt.cl,CLPM,Observed,Single,0.005967132651033655,0.005258154858418584,-0.004338661496601074,0.016272926798668385,4.1301385642856516e-4,0.004981599388522515,-0.009350741530482319,0.01017676924333945
neu,rt.cl,RICLPM,Latent,All,-0.031082428232379024,0.03356523434246032,-0.09686907867624822,0.034704222211490166,0.04364797732419527,0.03145342746025867,-0.017999607688254857,0.1052955623366454
neu,rt.cl,RICLPM,Latent,Single,0.024733558726522466,0.028279789338159705,-0.03069380986665036,0.08016092731969529,0.012000221457177794,0.027722493323289646,-0.042334867018122016,0.0663353099324776
neu,rt.cl,RICLPM,Observed,All,0.022922793345997353,0.017758286135802114,-0.011882807907331754,0.05772839459932646,0.005811743139630177,0.018031544636181375,-0.029529434932911706,0.04115292121217206
neu,rt.cl,RICLPM,Observed,Single,0.02336026155322722,0.018114509916380774,-0.012143525480472761,0.0588640485869272,0.00398942076570924,0.018404253466970742,-0.032082253191899834,0.04006109472331831
neu,tr.cl,CLPM,Latent,All,0.0013964939383967019,0.005365393055876213,-0.009119483214021975,0.01191247109081538,6.977043733257058e-5,0.005020542252914412,-0.009770311561241259,0.009909852435906401
neu,tr.cl,CLPM,Latent,Single,0.0018882281609636452,0.005521425998493239,-0.00893356793938621,0.0127100242613135,7.977069372302007e-4,0.0051553429013228205,-0.009306579477316756,0.010901993351777156
neu,tr.cl,CLPM,Observed,All,0.0017768596348293592,0.0052595333724457455,-0.00853163635065079,0.01208535562030951,0.0014930331802327974,0.004981942784787983,-0.008271395250990831,0.011257461611456425
neu,tr.cl,CLPM,Observed,Single,0.003072391683441747,0.005259527493368301,-0.00723609277925835,0.013380876146141843,0.0015287157005620083,0.004981940587121482,-0.008235708423314428,0.011293139824438444
neu,tr.cl,RICLPM,Latent,All,-0.0037056052871329986,0.02194537241450757,-0.046717744846886636,0.03930653427262064,0.010609472952506681,0.02056049410832627,-0.029688355004160775,0.050907300909174134
neu,tr.cl,RICLPM,Latent,Single,0.016464951687566835,0.025790992948891863,-0.03408446561778769,0.06701436899292136,-0.002085660399981982,0.02526706300949521,-0.051608193893696815,0.04743687309373285
neu,tr.cl,RICLPM,Observed,All,0.02517945435071738,0.020691923755495098,-0.01537597098090179,0.06573487968233654,0.011273900442903446,0.021106956308782687,-0.030094973745571095,0.05264277463137799
neu,tr.cl,RICLPM,Observed,Single,0.01633845706483785,0.020583291718158373,-0.024004053386034126,0.05668096751570983,0.004672499411724188,0.020985840001810353,-0.03645899117714408,0.04580399000059245
opn,rt.cl,CLPM,Latent,All,-0.009857612555764486,0.009546757311065019,-0.02856891305459637,0.0088536879430674,-0.02065189706914746,0.009139582702936298,-0.03856515000062784,-0.002738644137667081
opn,rt.cl,CLPM,Latent,Single,0.008418709236661352,0.005335095246413983,-0.0020378853004008983,0.018875303773723602,-0.018070796810799636,0.005022116986582892,-0.02791396523064893,-0.008227628390950342
opn,rt.cl,CLPM,Observed,All,0.008885561000772875,0.005258355408436748,-0.0014206262176745567,0.019191748219220307,-0.013508230752740087,0.004981028364517531,-0.023270866953166894,-0.00374559455231328
opn,rt.cl,CLPM,Observed,Single,0.010867407609635102,0.005260081626987672,5.578370649984166e-4,0.02117697815427179,-0.012839610659160968,0.004982734479915367,-0.022605590784321006,-0.003073630534000933
opn,rt.cl,RICLPM,Latent,All,0.08417359672510874,0.06078889409304271,-0.03497044635727459,0.20331763980749207,-0.046418844384757005,0.05697231391673164,-0.15808252777746112,0.0652448390079471
opn,rt.cl,RICLPM,Latent,Single,0.07230185616779097,0.06808371414355487,-0.06113977148729685,0.2057434838228788,0.003390782620159785,0.06744976542860254,-0.12880832838557602,0.1355898936258956
opn,rt.cl,RICLPM,Observed,All,0.027806768865755845,0.01740127343936136,-0.006299100360525854,0.06191263809203754,0.004885057345808842,0.017680389311577803,-0.029767868937530566,0.039537983629148246
opn,rt.cl,RICLPM,Observed,Single,0.018825810937602487,0.01420224138827239,-0.009010070683155534,0.04666169255836051,0.0016487848094656995,0.014331115847518451,-0.026439686109941674,0.029737255728873074
opn,tr.cl,CLPM,Latent,All,-0.003126851764640554,0.00672571838956654,-0.016309017578349704,0.010055314049068596,-0.017246027291836233,0.006381039558756696,-0.029752635010924712,-0.004739419572747752
opn,tr.cl,CLPM,Latent,Single,-0.0011323216819469693,0.006672113984251839,-0.014209424791826618,0.011944781427932679,-0.014366688562599032,0.006397018362647498,-0.026904614161829515,-0.001828762963368551
opn,tr.cl,CLPM,Observed,All,0.018213096588833248,0.005826953585279043,0.006792477422099782,0.02963371575556671,-0.016752997046203328,0.005578136145517313,-0.027685942992278337,-0.0058200511001283185
opn,tr.cl,CLPM,Observed,Single,0.016021128863677327,0.0056024897663993385,0.005040450697780403,0.02700180702957425,-0.016165667679697494,0.00534080843854756,-0.026633459867578313,-0.005697875491816676
opn,tr.cl,RICLPM,Latent,All,0.01576070143260832,0.020842394953164492,-0.02508964202715347,0.05661104489237011,-0.019100575129482954,0.01952343962721605,-0.05736581365316851,0.0191646633942026
opn,tr.cl,RICLPM,Latent,Single,0.02712279856029081,0.04158873417868134,-0.054389622592534596,0.10863521971311621,-0.011629066277544833,0.041137214617064426,-0.09225652535128577,0.06899839279619611
opn,tr.cl,RICLPM,Observed,All,0.02136811276609879,0.01787003832505587,-0.013656518753361178,0.05639274428555876,0.0018415617952143365,0.0181671208031105,-0.03376534068167062,0.037448464272099295
opn,tr.cl,RICLPM,Observed,Single,0.019464209326907768,0.01980816703768037,-0.01935908466669921,0.058287503320514744,0.004397461990921777,0.02018482021674873,-0.0351640586683217,0.04395898265016525
