trait,effect,model,type,variables,est,se,lb,ub,mod.est,mod.se,mod.lb,mod.ub
cns,tr.cl,CLPM,Latent,Single,-0.0025197439294220437,0.005259027910189881,-0.012827249227085157,0.0077877613682410685,-0.002972740262157131,0.0049813682200372375,-0.012736042567162511,0.006790562042848249
cns,tr.cl,CLPM,Observed,All,0.016652305772684103,0.00525817887516727,0.006346464553086923,0.026958146992281284,0.002225769609936738,0.004981265082342947,-0.0075373305489023846,0.011988869768775862
cns,tr.cl,CLPM,Observed,Single,0.014508176126109393,0.005258429102802268,0.004201844469359679,0.024814507782859107,0.002177312992016299,0.004981333825145852,-0.007585921900240713,0.01194054788427331
cns,tr.cl,RICLPM,Latent,All,-0.06768903141170209,0.02700492924068783,-0.12061772012850282,-0.014760342694901354,0.05362562141104892,0.02666681936434965,0.0013596158746883164,0.10589162694740953
cns,tr.cl,RICLPM,Latent,Single,-0.029402779559738093,0.02536584021676331,-0.07911891282219186,0.020313353702715663,0.04229016980302038,0.025302421510636636,-0.007301665079478964,0.09188200468551973
cns,tr.cl,RICLPM,Observed,All,-0.010957412706616829,0.020497936221557534,-0.05113262945826863,0.029217804045034976,0.026708143799955557,0.02089631553095337,-0.014247882050298019,0.06766416965020913
cns,tr.cl,RICLPM,Observed,Single,-0.016564543488272316,0.02304074535736211,-0.06172357456566051,0.028594487589115872,0.026479105810855087,0.023549092017981887,-0.01967626641300907,0.07263447803471924
ext,rt.cl,CLPM,Latent,All,6.124900777456123e-4,0.009111435775103573,-0.01724559588890718,0.018470576044398404,-0.0025214067855052575,0.008718867389524449,-0.019610072854953937,0.01456725928394342
ext,rt.cl,CLPM,Latent,Single,0.006649922051389725,0.0055310653739761104,-0.004190766877740015,0.017490610980519464,-0.009740273438353729,0.005266094670075935,-0.020061629330880897,5.810824541734403e-4
ext,rt.cl,CLPM,Observed,All,-0.007985196208969595,0.005325082976404866,-0.018422167057410486,0.0024517746394712957,-0.006843675917298479,0.0050497102567495485,-0.016740926152890103,0.003053574318293145
ext,rt.cl,CLPM,Observed,Single,-1.5369465393064868e-4,0.005259144963615006,-0.010461429372091272,0.010154040064229975,-0.009287940135580751,0.004980788963784881,-0.019050107119193693,4.742268480321891e-4
ext,rt.cl,RICLPM,Latent,All,-0.04670514997302234,0.020533354036872436,-0.08694978436710243,-0.006460515578942241,-0.01197233600950998,0.020225921171451826,-0.05161441305970173,0.02766974104068177
ext,rt.cl,RICLPM,Latent,Single,-0.025639553062276853,0.03583611676466482,-0.09587705126679194,0.04459794514223823,-0.04316352011926201,0.03641232938858819,-0.1145303743141042,0.0282033340755802
ext,rt.cl,RICLPM,Observed,All,-0.017721358033339765,0.014195827042517404,-0.04554466776743363,0.010101951700754095,-0.021076970772886717,0.014324744692695963,-0.04915295445830209,0.006999012912528652
ext,rt.cl,RICLPM,Observed,Single,-0.01339867199157048,0.012246522861905515,-0.03740141573675168,0.010604071753610719,-0.015666492151806925,0.012292840494812848,-0.03976001678933564,0.00842703248572179
ext,tr.cl,CLPM,Latent,All,0.006429285909373363,0.005365844090791882,-0.004087575255235796,0.016946147073982523,-6.772691095844317e-4,0.0050208990504914544,-0.010518050418559036,0.009163512199390173
ext,tr.cl,CLPM,Latent,Single,0.005630138757511552,0.00525954051059542,-0.004678371218484876,0.01593864873350798,-0.0014257371796348303,0.004982075172886589,-0.011190425086763708,0.008338950727494045
ext,tr.cl,CLPM,Observed,All,3.496297322696351e-4,0.0052597121491169555,-0.009959216649047363,0.010658476113586631,-6.061233609192073e-4,0.004982112929821743,-0.010370885270281153,0.009158638548442738
ext,tr.cl,CLPM,Observed,Single,-3.0459874939593853e-4,0.005259793018827073,-0.010613603632432208,0.01000440613364033,-0.00087380659256348415,0.004982163834765203,-0.010638668273781245,0.008891055088654277
ext,tr.cl,RICLPM,Latent,All,-0.023488621525404808,0.015159667799776904,-0.0532010244305591,0.006223781379749483,0.021205975841061684,0.014880356765370497,-0.00795898749617142,0.050370939178294785
ext,tr.cl,RICLPM,Latent,Single,0.012445031892730756,0.01449157029578678,-0.015957923966441787,0.0408479877519033,-0.009771220223016562,0.014484569835830404,-0.038160455432799396,0.018618014986766268
ext,tr.cl,RICLPM,Observed,All,0.015028206739429735,0.01547054788576487,-0.015293509937771687,0.04534992341663116,2.954853561397163e-4,0.0156505891490204,-0.030379105712773635,0.03097007642505307
ext,tr.cl,RICLPM,Observed,Single,0.015015295687203695,0.01897826733971639,-0.02218142478761321,0.0522120161620206,8.397227663812235e-4,0.019307764856444743,-0.03700280097421864,0.038682246506981086
neu,rt.cl,CLPM,Latent,All,0.010521355448078326,0.005362843796986597,1.0374751270563615e-5,0.021032336144886088,-0.0028725967067892034,0.005019767979657719,-0.012711161157665723,0.006965967744087316
neu,rt.cl,CLPM,Latent,Single,0.00719540176980603,0.005519994637359005,-0.003623588914271855,0.018014392453883914,-4.89944881224258e-4,0.005155085572189911,-0.01059372693993854,0.009613837177490024
neu,rt.cl,CLPM,Observed,All,0.010020499180754474,0.005257170399252748,-2.833654623709686e-4,0.020324363823879917,-0.0012966769396759777,0.004981360488626361,-0.011059964091394491,0.008466610212042536
neu,rt.cl,CLPM,Observed,Single,0.005967132651033655,0.005258154858418584,-0.004338661496601074,0.016272926798668385,4.1301385642856516e-4,0.004981599388522515,-0.009350741530482319,0.01017676924333945
neu,rt.cl,RICLPM,Latent,All,-0.01236668999359073,0.024526943994180053,-0.06043861687301461,0.03570523688583315,0.022456717809714796,0.024197745127118683,-0.024969991146517406,0.069883426765947
neu,rt.cl,RICLPM,Latent,Single,0.024733558726522466,0.028279789338159705,-0.03069380986665036,0.08016092731969529,0.012000221457177794,0.027722493323289646,-0.042334867018122016,0.0663353099324776
neu,rt.cl,RICLPM,Observed,All,0.02202517928432123,0.018214233794340673,-0.013674062958578818,0.05772442152722128,0.005354568610754606,0.018506598940740672,-0.030917698789424217,0.04162683601093343
neu,rt.cl,RICLPM,Observed,Single,0.02336026155322722,0.018114509916380774,-0.012143525480472761,0.0588640485869272,0.00398942076570924,0.018404253466970742,-0.032082253191899834,0.04006109472331831
neu,tr.cl,CLPM,Latent,All,5.450142532479663e-4,0.005365333580950166,-0.009970846330457677,0.011060874836953609,-4.216142354399109e-4,0.005020482056490398,-0.010261578251190676,0.009418349780310854
neu,tr.cl,CLPM,Latent,Single,0.0018882281609636452,0.005521425998493239,-0.00893356793938621,0.0127100242613135,7.977069372302007e-4,0.0051553429013228205,-0.009306579477316756,0.010901993351777156
neu,tr.cl,CLPM,Observed,All,0.0026924580154641577,0.00525957072363625,-0.007616111177004161,0.013001027207932477,0.0014812936178409586,0.004982016317190836,-0.008283278934243956,0.011245866169925874
neu,tr.cl,CLPM,Observed,Single,0.003072391683441747,0.005259527493368301,-0.00723609277925835,0.013380876146141843,0.0015287157005620083,0.004981940587121482,-0.008235708423314428,0.011293139824438444
neu,tr.cl,RICLPM,Latent,All,-0.0014089464521752464,0.02510206782658064,-0.050608095329754924,0.04779020242540444,0.005866631097413529,0.02477225518335707,-0.04268609687780199,0.054419359072629056
neu,tr.cl,RICLPM,Latent,Single,0.016464951687566835,0.025790992948891863,-0.03408446561778769,0.06701436899292136,-0.002085660399981982,0.02526706300949521,-0.051608193893696815,0.04743687309373285
neu,tr.cl,RICLPM,Observed,All,0.02352473049462184,0.02051145659593408,-0.01667698570386549,0.06372644669310917,0.01159101535384102,0.02091627646696211,-0.029404133212087395,0.05258616391976944
neu,tr.cl,RICLPM,Observed,Single,0.01633845706483785,0.020583291718158373,-0.024004053386034126,0.05668096751570983,0.004672499411724188,0.020985840001810353,-0.03645899117714408,0.04580399000059245
opn,rt.cl,CLPM,Latent,All,-0.0059568680302669345,0.00705701310758649,-0.01978835955956354,0.007874623499029669,-0.017898861971108817,0.006710235409553644,-0.031050681701619336,-0.004747042240598298
opn,rt.cl,CLPM,Latent,Single,0.008418709236661352,0.005335095246413983,-0.0020378853004008983,0.018875303773723602,-0.018070796810799636,0.005022116986582892,-0.02791396523064893,-0.008227628390950342
opn,rt.cl,CLPM,Observed,All,0.008947264977466604,0.005264825979877367,-0.0013716043279638334,0.019266134282897043,-0.013304316906029323,0.004987646518926259,-0.023079924450741363,-0.003528709361317283
opn,rt.cl,CLPM,Observed,Single,0.010867407609635102,0.005260081626987672,5.578370649984166e-4,0.02117697815427179,-0.012839610659160968,0.004982734479915367,-0.022605590784321006,-0.003073630534000933
opn,rt.cl,RICLPM,Latent,All,0.03329907173580309,0.0228972197379133,-0.011578654296606629,0.07817679776821282,-0.004890961079136955,0.02257624663785493,-0.0491395913954261,0.03935766923715219
opn,rt.cl,RICLPM,Latent,Single,0.07230185616779097,0.06808371414355487,-0.06113977148729685,0.2057434838228788,0.003390782620159785,0.06744976542860254,-0.12880832838557602,0.1355898936258956
opn,rt.cl,RICLPM,Observed,All,0.02956788832912985,0.01862204335379972,-0.006930645962861075,0.06606642262112078,0.005660735442826336,0.018956964847219055,-0.03149423291391485,0.04281570379956753
opn,rt.cl,RICLPM,Observed,Single,0.018825810937602487,0.01420224138827239,-0.009010070683155534,0.04666169255836051,0.0016487848094656995,0.014331115847518451,-0.026439686109941674,0.029737255728873074
opn,tr.cl,CLPM,Latent,All,-5.2898936964289e-4,0.0068795042400197,-0.014012569911572096,0.012954591172286317,-0.013127564814266357,0.0065337475164283995,-0.025933474630544046,-3.216549979886702e-4
opn,tr.cl,CLPM,Latent,Single,-0.0011323216819469693,0.006672113984251839,-0.014209424791826618,0.011944781427932679,-0.014366688562599032,0.006397018362647498,-0.026904614161829515,-0.001828762963368551
opn,tr.cl,CLPM,Observed,All,0.017623668583544555,0.005719335606325639,0.006413976779648752,0.02883336038744036,-0.016182947463682873,0.0054643465696707465,-0.026892869939282527,-0.005473024988083221
opn,tr.cl,CLPM,Observed,Single,0.016021128863677327,0.0056024897663993385,0.005040450697780403,0.02700180702957425,-0.016165667679697494,0.00534080843854756,-0.026633459867578313,-0.005697875491816676
opn,tr.cl,RICLPM,Latent,All,0.023432966596352793,0.023997380831378208,-0.02360103555644035,0.07046696874914593,-0.02016282878865821,0.023670629708270774,-0.06655641050825277,0.026230752930936352
opn,tr.cl,RICLPM,Latent,Single,0.02712279856029081,0.04158873417868134,-0.054389622592534596,0.10863521971311621,-0.011629066277544833,0.041137214617064426,-0.09225652535128577,0.06899839279619611
opn,tr.cl,RICLPM,Observed,All,0.024114885222385023,0.018629958278042046,-0.012399162036061229,0.060628932480831274,0.0012474015694397733,0.018962190592186078,-0.03591780905922917,0.03841261219810872
opn,tr.cl,RICLPM,Observed,Single,0.019464209326907768,0.01980816703768037,-0.01935908466669921,0.058287503320514744,0.004397461990921777,0.02018482021674873,-0.0351640586683217,0.04395898265016525
