trait,effect,model,type,variables,est,se,lb,ub
cns,rt.cl,RICLPM,Latent,All,-0.06672330030805998,0.024599636213093832,-0.11493770131851117,-0.018508899297608794
cns,rt.cl,RICLPM,Latent,Single,-0.022535253376707223,0.0204340390104658,-0.06258523389590667,0.017514727142492224
cns,rt.cl,RICLPM,Observed,All,-0.007851641024439382,0.012416841256016059,-0.03218820268798194,0.01648492063910318
cns,rt.cl,RICLPM,Observed,Single,-0.008321736395821202,0.015109735247180118,-0.037936273296229645,0.021292800504587237
cns,tr.cl,CLPM,Latent,All,-0.005018334448287855,0.004721692662478883,-0.014272682012813502,0.004236013116237791
cns,tr.cl,CLPM,Latent,Single,-0.003989840768684138,0.0046463921380335985,-0.013096602017280048,0.005116920479911773
cns,tr.cl,CLPM,Observed,All,0.019371096065844487,0.0046446650436810484,0.010267719859977476,0.028474472271711498
cns,tr.cl,CLPM,Observed,Single,0.015585059969822092,0.004645545848258089,0.0064799574187066646,0.02469016252093752
cns,tr.cl,RICLPM,Latent,All,-0.01691138894604661,0.014822653729305243,-0.0459632564107932,0.012140478518699982
cns,tr.cl,RICLPM,Latent,Single,-0.02897022196348211,0.027673973820861907,-0.08321021396147575,0.02526977003451153
cns,tr.cl,RICLPM,Observed,All,-0.011689391362244356,0.024352765315112813,-0.059419934303821684,0.03604115157933298
cns,tr.cl,RICLPM,Observed,Single,-0.016112719447945352,0.024007800654082728,-0.06316714407796464,0.03094170518207394
ext,rt.cl,CLPM,Latent,All,0.0016432461213947026,0.012236253400493568,-0.02233936984927845,0.02562586209206786
ext,rt.cl,CLPM,Latent,Single,0.003057176753251986,0.005793221663057105,-0.008297329060797175,0.014411682567301146
ext,rt.cl,CLPM,Observed,All,-0.011285939369076547,0.004992379415110838,-0.02107082321985293,-0.001501055518300166
ext,rt.cl,CLPM,Observed,Single,-0.004708318537013943,0.004725903048048837,-0.013970918305617726,0.00455428123158984
ext,rt.cl,RICLPM,Latent,All,-0.09335906407677474,0.04887896556725571,-0.18916007619016934,0.0024419480366198454
ext,rt.cl,RICLPM,Latent,Single,-0.023975313560045362,0.03751230753922002,-0.09749808531390694,0.04954745819381621
ext,rt.cl,RICLPM,Observed,All,-0.01992864470995166,0.01695663329265919,-0.053163035262616495,0.013305745842713181
ext,rt.cl,RICLPM,Observed,Single,-0.01427278576464989,0.013352714169710643,-0.0404436246331404,0.011898053103840617
ext,tr.cl,CLPM,Latent,All,0.0037118030517220083,0.004720896415966964,-0.005540983898317461,0.012964590001761478
ext,tr.cl,CLPM,Latent,Single,0.00492513614520175,0.004646900439305823,-0.004182621355581019,0.014032893645984519
ext,tr.cl,CLPM,Observed,All,5.06586491385958e-4,0.004646895529986983,-0.008601161387308695,0.00961433437008061
ext,tr.cl,CLPM,Observed,Single,-7.367378021261519e-4,0.004646991714819917,-0.009844674199629214,0.00837119859537691
ext,tr.cl,RICLPM,Latent,All,0.004138785534628494,0.00956664573392984,-0.014611495556727742,0.02288906662598473
ext,tr.cl,RICLPM,Latent,Single,0.012330845176869935,0.014680579106147538,-0.016442561143370456,0.041104251497110326
ext,tr.cl,RICLPM,Observed,All,0.011012528987230076,0.015827346802342455,-0.020008500716186324,0.042033558690646476
ext,tr.cl,RICLPM,Observed,Single,0.01503211999064804,0.018971860599169735,-0.022152043503439127,0.052216283484735206
neu,rt.cl,CLPM,Latent,All,0.010509542284349044,0.005318687727363009,8.510589370235716e-5,0.020933978674995732
neu,rt.cl,CLPM,Latent,Single,0.006928821960003674,0.0047542539069119006,-0.002389344470902494,0.016246988390909843
neu,rt.cl,CLPM,Observed,All,0.009735433095334181,0.004645180224906068,6.310471528206199e-4,0.018839819037847743
neu,rt.cl,CLPM,Observed,Single,0.006171276442223878,0.004645997020596716,-0.0029347103904260796,0.015277263274873835
neu,rt.cl,RICLPM,Latent,All,-0.02263850710011591,0.03605400612593138,-0.09330306060532789,0.04802604640509608
neu,rt.cl,RICLPM,Latent,Single,0.02532687770761169,0.028433596557750893,-0.030401947496522107,0.08105570291174549
neu,rt.cl,RICLPM,Observed,All,0.02306491546414173,0.01779607359378686,-0.011814747845904798,0.05794457877418826
neu,rt.cl,RICLPM,Observed,Single,0.023451216334027615,0.018132448688574873,-0.01208773004709967,0.0589901627151549
neu,tr.cl,CLPM,Latent,All,0.001431935524767479,0.004720527588365166,-0.007820128536455962,0.010683999585990922
neu,tr.cl,CLPM,Latent,Single,0.0023224690319533763,0.0047550430143247484,-0.006997244021061905,0.011642182084968658
neu,tr.cl,CLPM,Observed,All,0.0025151272452148717,0.004646947799360776,-0.00659272307956991,0.011622977569999653
neu,tr.cl,CLPM,Observed,Single,0.003828303362108828,0.0046469418019282884,-0.005279535207924278,0.012936141932141935
neu,tr.cl,RICLPM,Latent,All,-0.0014549796496306482,0.02181563975917041,-0.0442128478773047,0.0413028885780434
neu,tr.cl,RICLPM,Latent,Single,0.016354519882943123,0.025761780209994978,-0.034137641506283734,0.06684668127216999
neu,tr.cl,RICLPM,Observed,All,0.02540454227678215,0.020845949391331393,-0.015452767753772034,0.06626185230733633
neu,tr.cl,RICLPM,Observed,Single,0.016417058953270523,0.02061107512389427,-0.023979905972211675,0.05681402387875272
opn,rt.cl,CLPM,Latent,All,-0.011484962711109898,0.011385378296851573,-0.03379989412330296,0.010829968701083163
opn,rt.cl,CLPM,Latent,Single,0.004017445997128171,0.0062619096932912165,-0.008255671476164867,0.01629056347042121
opn,rt.cl,CLPM,Observed,All,0.006018320007424799,0.006032413571949525,-0.005804993333446891,0.01784163334829649
opn,rt.cl,CLPM,Observed,Single,0.006725410529193052,0.005501076087569906,-0.004056500478658472,0.017507321537044575
opn,rt.cl,RICLPM,Latent,All,0.07550153127832945,0.061816862162948794,-0.045657292198326954,0.19666035475498586
opn,rt.cl,RICLPM,Latent,Single,0.07223163946485595,0.06807511512952524,-0.06119313443243124,0.20565641336214313
opn,rt.cl,RICLPM,Observed,All,0.02793004088300455,0.017392242131940645,-0.006158127305999236,0.062018209072008335
opn,rt.cl,RICLPM,Observed,Single,0.018875299304353537,0.014165425106592354,-0.00888842373026693,0.046639022338974004
opn,tr.cl,CLPM,Latent,All,-0.007983210732641998,0.00769068302814419,-0.02305667248431805,0.007090251019034056
opn,tr.cl,CLPM,Latent,Single,-0.005606638989555225,0.007074902290720042,-0.01947319267350643,0.008259914694395984
opn,tr.cl,CLPM,Observed,All,0.012263349874492662,0.006460523201350256,-3.9904292143925005e-4,0.024925742670424574
opn,tr.cl,CLPM,Observed,Single,0.009677282218696539,0.006206550394036958,-0.0024873330218487793,0.02184189745924186
opn,tr.cl,RICLPM,Latent,All,0.01165152045556961,0.021337392341344717,-0.03016900005746681,0.05347204096860603
opn,tr.cl,RICLPM,Latent,Single,0.027326220949108717,0.04171969424627186,-0.05444287721960703,0.10909531911782447
opn,tr.cl,RICLPM,Observed,All,0.021407009225704664,0.017855650337467135,-0.01358942235627138,0.05640344080768071
opn,tr.cl,RICLPM,Observed,Single,0.01954663068420842,0.019805060540802277,-0.0192705746873994,0.05836383605581624
