stateName,Model,Type,Traits,agr_tr.cl,agr_tr.cl.lb,agr_tr.cl.ub,cns_tr.cl,cns_tr.cl.lb,cns_tr.cl.ub,ext_tr.cl,ext_tr.cl.lb,ext_tr.cl.ub,neu_tr.cl,neu_tr.cl.lb,neu_tr.cl.ub,opn_tr.cl,opn_tr.cl.lb,opn_tr.cl.ub,agr,cns,ext,neu,opn
Saxony-Anhalt,CLPM,Latent,All,0.030851749312846,-0.00342848198332909,0.0651319806090211,0.0127624391451525,-0.022332657838793,0.0478575361290979,-0.00354903978892831,-0.0355381004519001,0.0284400208740434,0.00873129900750897,-0.0295703120049795,0.0470329100199974,0.0480550905221175,0.0143665330481477,0.0817436479960873,No,No,No,No,No
Thuringia,CLPM,Latent,All,0.00648229539349404,-0.026537374662254,0.0395019654492422,0.00946225911784368,-0.0220745338899333,0.0409990521256206,-0.00838455245586478,-0.0389655909210675,0.0221964860093379,-0.0251372021013764,-0.0575473803444699,0.00727297614171719,-0.0157954955870478,-0.0490609104006469,0.0174699192265514,No,No,No,No,No
Schleswig-Holstein,RICLPM,Latent,All,-0.0262081965050407,-0.241997884508593,0.189581491498512,-0.086387002741148,-0.245533062369989,0.0727590568876934,-0.0486293785171318,-0.22005452356217,0.122795766527907,0.114756657164779,-0.0957920780468216,0.325305392376379,-0.120510109875334,-0.346568969938971,0.105548750188304,Yes,Yes,Yes,Yes,Yes
Hamburg,RICLPM,Latent,All,0.0205711048822553,-0.276455150085852,0.317597359850363,0.0819763009479335,-0.158937658985391,0.322890260881258,0.176634283418005,-0.108591799929326,0.461860366765336,0.0241702661553226,-0.241885240709998,0.290225773020644,-0.0422369323469188,-0.31205313038625,0.227579265692412,Yes,Yes,Yes,Yes,Yes
Lower Saxony,RICLPM,Latent,All,-0.0568221843832589,-0.157261445034308,0.0436170762677898,-0.0611315421475556,-0.153739348739343,0.0314762644442317,-0.00505056788899956,-0.110021596540852,0.0999204607628525,0.06114131278665,-0.0615892573225248,0.183871882895825,-0.0973047175245971,-0.207594412487388,0.0129849774381934,No,No,No,No,No
Bremen,RICLPM,Latent,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0350580287533156,NA,NA,-0.0892586207053724,NA,NA,Yes,Yes,Yes,Yes,Yes
North Rhine-Westphalia,RICLPM,Latent,All,0.0305766557745449,-0.0248672052090586,0.0860205167581485,-0.0189640108696408,-0.0737770720996889,0.0358490503604072,0.0240664228118138,-0.0343709104878146,0.0825037561114423,0.0436099190024238,-0.0168226471948621,0.10404248519971,0.0640723978475617,0.00727445412278525,0.120870341572338,No,No,No,No,No
Hesse,RICLPM,Latent,All,-0.0422904364332885,-0.31505583389659497,0.230474961030017,0.0370539525527448,-0.098745082170941,0.172852987276431,0.0210513043009853,-0.274887574261978,0.316990182863948,0.0455404105961014,-0.125059827187435,0.216140648379638,-0.110765664469828,-0.452549556094541,0.231018227154884,No,No,No,No,No
Rhineland-Palatinate,RICLPM,Latent,All,0.0364027668271159,-0.0844368158402828,0.157242349494515,0.0842351881572274,-0.0348844294827296,0.203354805797184,8.5458680203693e-4,-0.100945341193253,0.102654514797327,-0.0749035119757232,-0.200166481596984,0.0503594576455378,0.105471913577652,-0.0148220862479085,0.225765913403214,No,No,No,No,No
Baden-Wuerttemberg,RICLPM,Latent,All,0.0291506353584308,-0.067762583271034,0.126063853987896,0.0132218064807713,-0.084594570002768,0.111038182964311,0.0459755424516983,-0.0434755107393572,0.135426595642754,-0.00644935940581658,-0.0832831728820065,0.0703844540703734,0.0177413634595445,-0.0736889285328455,0.109171655451934,No,No,No,No,No
Bavaria,RICLPM,Latent,All,-0.0364007233176689,-0.121180595610156,0.0483791489748188,-0.0731330492166914,-0.153965744411779,0.0076996459783966,-0.0286280044832338,-0.117919201977277,0.0606631930108092,0.0202025720813174,-0.0571462263649642,0.097551370527599,-0.0198460626746365,-0.103823692943482,0.0641315675942093,No,No,No,No,No
Berlin,RICLPM,Latent,All,0.0391715588720316,-0.19818322334024,0.276526341084304,-0.253336618967722,-0.496557949837458,-0.010115288097987,0.011261090168649,-0.257849396662481,0.280371576999779,0.0242926378058197,-0.212787970439873,0.261373246051513,0.10014070848562,-0.0979329893994336,0.298214406370673,Yes,Yes,Yes,Yes,Yes
Brandenburg,RICLPM,Latent,All,-0.038758485700988,-0.170669679370282,0.0931527079683063,-0.0348521785511461,-0.158379911788018,0.088675554685726,-0.0420053004181348,-0.172293682671296,0.088283081835026,0.0765081547489173,-0.055626466120659,0.208642775618494,0.0760904530876086,-0.067557172702016,0.219738078877233,No,No,No,No,No
Mecklenburg-Western Pomerania,RICLPM,Latent,All,-0.147496982674471,-0.299860726685981,0.00486676133704013,-0.10497851564344,-0.254210290563875,0.0442532592769943,0.061590844198967,-0.153727455550595,0.276909143948529,-0.0804817718734744,-0.268431961104141,0.107468417357192,0.0324035167726734,-0.134262049648685,0.199069083194032,Yes,Yes,Yes,Yes,Yes
Saxony,RICLPM,Latent,All,-0.0639066914683063,-0.16804719064356,0.0402338077069477,-0.067776129585404,-0.17972196439836,0.0441697052275525,0.0328517489471477,-0.0880116214136294,0.153715119307925,-0.00659932886060049,-0.12437871371096,0.111180055989759,0.0455479422451574,-0.0572419442462977,0.148337828736612,No,No,No,No,No
Saxony-Anhalt,RICLPM,Latent,All,-0.0356794354880884,-0.169482345829995,0.0981234748538186,-0.0171557955848992,-0.125142422480038,0.0908308313102401,0.019050749013866,-0.139203057782264,0.177304555809996,-0.00981123981545984,-0.162378815064878,0.142756335433959,0.0174648045197658,-0.103638217639848,0.138567826679379,No,No,No,No,No
Thuringia,RICLPM,Latent,All,0.0580872648787196,-0.0661901397887501,0.182364669546189,-0.022134954784362,-0.164479209769691,0.120209300200967,-0.0493657771850729,-0.170148903333436,0.0714173489632904,-0.174735857212943,-0.303682364572135,-0.0457893498537515,0.027360134033572,-0.131997995734263,0.186718263801407,No,No,No,No,No
Schleswig-Holstein,CLPM,Observed,All,0.0488993092040312,0.00147899721871534,0.0963196211893471,0.0277395755932549,-0.0192374055645142,0.0747165567510239,-0.0177032379545636,-0.0625302860311539,0.0271238101220267,0.0366082848414348,-0.00997703226938715,0.0831936019522568,0.00637338875925231,-0.0376829280744884,0.050429705592993,No,No,No,No,No
Hamburg,CLPM,Observed,All,0.0493152517474793,-0.00804245041678457,0.106672953911743,0.0207651146165116,-0.035201435265345,0.0767316644983682,0.0217570416789191,-0.0396465750287854,0.0831606583866236,-0.00160697385861948,-0.0461318898785507,0.0429179421613118,0.00245382989186851,-0.0509367553747347,0.0558444151584717,No,No,No,No,No
Lower Saxony,CLPM,Observed,All,0.047943491744231,0.0226716563047609,0.0732153271837011,0.0130535366911976,-0.011679022766953,0.0377860961493482,0.00390081085735083,-0.0203367905681798,0.0281384122828815,0.00198211095110759,-0.0221988862786569,0.0261631081808721,-0.00651401302987194,-0.030791372254672,0.0177633461949281,No,No,No,No,No
Bremen,CLPM,Observed,All,-0.0122668007658669,-0.106899750486667,0.0823661489549331,-0.0332464689602251,-0.125932561625361,0.0594396237049103,0.0115280951455822,-0.0793825416286578,0.102438731919822,-0.0182956468844183,-0.0999543254637313,0.0633630316948947,-0.0109663185251474,-0.0862627297573726,0.0643300927070779,No,No,No,No,No
North Rhine-Westphalia,CLPM,Observed,All,0.0613707503939283,0.045016641635386,0.0777248591524706,0.0336808165126743,0.0171067038356002,0.0502549291897484,0.00369715716173354,-0.0111594479579817,0.0185537622814488,-0.00189266430028103,-0.0174540832190361,0.013668754618474,0.0320998219797886,0.0163947834297791,0.0478048605297981,No,No,No,No,No
Hesse,CLPM,Observed,All,0.0743443317464057,0.0469075568218909,0.101781106670921,0.0493997420594096,0.0215549208985885,0.0772445632202307,0.01694118488416,-0.00837364178499439,0.0422560115533145,-0.00828408288448509,-0.0348680858989553,0.0182999201299851,-0.00792386673788213,-0.0352664942319113,0.019418760756147,No,No,No,No,No
Rhineland-Palatinate,CLPM,Observed,All,0.0328078995223724,-0.00241154794660233,0.0680273469913471,0.00981541172424531,-0.0269719858271254,0.046602809275616,-0.0180994897678169,-0.0497588020781127,0.013559822542479,0.00515041269452932,-0.0292722105052508,0.0395730358943095,-0.0215072344794655,-0.0543456672425706,0.0113311982836397,No,No,No,No,No
Baden-Wuerttemberg,CLPM,Observed,All,0.0560002342032072,0.0335577571807371,0.0784427112256772,0.0122358957638528,-0.00989320623314038,0.0343649977608461,-0.00478049450688365,-0.0248870212347875,0.0153260322210202,0.00832645629321717,-0.0120410082400731,0.0286939208265074,-0.00144190803686032,-0.0220931199154887,0.0192093038417681,No,No,No,No,No
Bavaria,CLPM,Observed,All,0.0318620944471107,0.012432000753439,0.0512921881407825,0.00920503976805938,-0.00922489596369742,0.0276349754998162,-0.00447687479118527,-0.0211060290683299,0.0121522794859593,0.0073975487788393,-0.00944488391734435,0.0242399814750229,-0.0100517046937703,-0.0284813911506402,0.00837798176309963,No,No,No,No,No
Saarland,CLPM,Observed,All,-0.0523798112912749,-0.159052257267072,0.0542926346845218,0.0144337286975258,-0.093031587360926,0.121899044755978,0.0537411769276758,-0.0268176929018831,0.134300046757235,-0.00240133281576085,-0.0980912532285794,0.0932885875970577,0.0224850327539961,-0.0751460051356892,0.120116070643681,No,No,No,No,No
Berlin,CLPM,Observed,All,0.0310750946352126,-0.00454498690457189,0.0666951761749972,0.0302176317193877,-0.00182797887792006,0.0622632423166955,0.00690550804239389,-0.0234662727760528,0.0372772888608406,-0.00647778064500857,-0.041452451242555,0.0284968899525378,0.0254689534225172,-0.00616466276233371,0.0571025696073681,No,No,No,No,No
Brandenburg,CLPM,Observed,All,0.0203279216737574,-0.0129646351743891,0.0536204785219038,-0.0114591536769814,-0.0487504912798694,0.0258321839259066,0.0130857120725933,-0.0195467764872692,0.0457182006324559,0.00743250233843233,-0.0239549291252569,0.0388199338021216,0.0311527943133935,-0.00647892170886942,0.0687845103356564,No,No,No,No,No
Mecklenburg-Western Pomerania,CLPM,Observed,All,0.0435706664729065,-0.00755928858593136,0.0947006215317444,0.0214360391032739,-0.0302060030900013,0.0730780812965491,0.00294885894394242,-0.0439420770540055,0.0498397949418903,-0.017557748995366,-0.0625249321484141,0.0274094341576822,0.0408411250988304,-0.00965739214512047,0.0913396423427814,No,No,No,No,No
Saxony,CLPM,Observed,All,0.0115957318399289,-0.0138135764382988,0.0370050401181565,0.00824892888475351,-0.0181233215050992,0.0346211792746062,-0.00866375592922616,-0.0307420786935442,0.0134145668350919,0.00982056983637634,-0.0124112951139199,0.0320524347866726,0.0450483448847359,0.0221929512425216,0.0679037385269501,No,No,No,No,No
Saxony-Anhalt,CLPM,Observed,All,0.0404339908845827,0.0053914214852017,0.0754765602839636,0.0229007154530197,-0.0108290320000293,0.0566304629060687,0.00111756226388097,-0.030217933659575,0.032453058187337,9.7163001289313e-4,-0.0330664572155629,0.0350097172413491,0.0683309449939075,0.0381365490905872,0.0985253408972279,No,No,No,No,No
Thuringia,CLPM,Observed,All,0.0213386998527179,-0.0093628044421691,0.052040204147605,0.010902238400110899,-0.0201310215653181,0.04193549836554,-0.00943848001360335,-0.0376560060858144,0.0187790460586077,-0.0134142102369284,-0.043353647485557,0.0165252270117001,0.00617956557287281,-0.0236601845307351,0.0360193156764807,No,No,No,No,No
Schleswig-Holstein,RICLPM,Observed,All,-0.0588721121122048,-0.20098895589403,0.0832447316696203,-0.132829703979374,-0.267457027326781,0.00179761936803225,-0.114818729037243,-0.275337582705073,0.0457001246305878,0.206213692490048,0.0532097789758665,0.35921760600423,-0.0778387518363542,-0.272196550678003,0.116519047005295,No,No,No,No,No
Hamburg,RICLPM,Observed,All,-0.0499352258902261,-0.286744962546968,0.186874510766516,0.0657735766401351,-0.101719980173384,0.233267133453655,0.119842212246302,-0.0244968325256052,0.26418125701821,0.0181809782692226,-0.138074285531071,0.174436242069516,-0.00340694585411259,-0.128507710166553,0.121693818458328,No,No,No,No,No
Lower Saxony,RICLPM,Observed,All,-0.00918079008046727,-0.0786078030623336,0.060246222901399,-0.0376746441869069,-0.110992560925296,0.0356432725514818,0.0216696981279872,-0.0533495730762724,0.0966889693322468,0.0618555893421764,-0.0109790557807909,0.134690234465144,-0.0583774120029677,-0.128743293274851,0.0119884692689153,No,No,No,No,No
Bremen,RICLPM,Observed,All,-0.0898907562514858,-0.280161879130698,0.100380366627726,-0.156090118016369,-0.395252183048037,0.0830719470152987,-0.0961622649099754,-0.462355523805291,0.27003099398534,0.261821480157098,-0.0416177194580061,0.565260679772202,0.279663555349769,-0.0620841525777807,0.621411263277319,No,No,No,No,No
North Rhine-Westphalia,RICLPM,Observed,All,0.0123748699766003,-0.0279340821949028,0.0526838221481033,-0.0143451259538474,-0.0578593119730896,0.0291690600653948,0.0114031513683506,-0.0318118514769086,0.0546181542136098,0.0248843380242418,-0.0186037574867241,0.0683724335352078,0.047926713895228,0.00441780032805308,0.0914356274624028,No,No,No,No,No
Hesse,RICLPM,Observed,All,-0.0168396220127028,-0.0956310715990864,0.0619518275736807,0.004232541885715,-0.0818061897097773,0.0902712734812073,-0.00758669222158108,-0.0955218907030296,0.0803485062598674,0.0462349689438168,-0.0375567895663864,0.13002672745402,-0.0579362324079214,-0.15388936555826,0.0380169007424174,No,No,No,No,No
Rhineland-Palatinate,RICLPM,Observed,All,0.00733890146390101,-0.0798502466683673,0.0945280495961693,0.0853959517854061,-0.0110641863078845,0.181856089878697,-0.0265048614439058,-0.104177072292881,0.0511673494050697,-0.0748653193878221,-0.158707250371006,0.00897661159536203,0.0758003794874735,-0.0126942008440749,0.164294959819022,No,No,No,No,No
Baden-Wuerttemberg,RICLPM,Observed,All,0.0265576161756483,-0.0361079521319616,0.0892231844832582,-0.00768435269852172,-0.0729887626073795,0.0576200572103361,0.0380171450869274,-0.0250723917364391,0.101106681910294,1.6652110793913e-4,-0.0587285818522296,0.0590616240681079,0.0242028521130618,-0.0451379396330699,0.0935436438591935,No,No,No,No,No
Bavaria,RICLPM,Observed,All,-0.0247874376182398,-0.0842566929434841,0.0346818177070045,-0.0283114362219879,-0.0885868584701142,0.0319639860261383,-0.0142012230471849,-0.0786555927100808,0.0502531466157109,-0.00533342040226935,-0.069146054530244,0.0584792137257053,-0.00432061924597696,-0.0678421391360902,0.059200900644136203,No,No,No,No,No
Saarland,RICLPM,Observed,All,-0.234523852488253,-0.504647207983685,0.0355995030071793,0.326375257509971,0.0189779263705919,0.633772588649351,0.22745812643079,-0.0675135124668803,0.52242976532846,0.0468943493237758,-0.275319373463238,0.369108072110789,0.106723945624388,-0.185501568877743,0.39894946012652,No,No,No,No,No
Berlin,RICLPM,Observed,All,0.058245451351133,-0.0948585148427492,0.211349417545015,-0.121755287130017,-0.273358220184424,0.0298476459243901,0.0114023522817294,-0.13887188101525,0.161676585578709,0.0344536662138473,-0.125489572548674,0.194396904976369,0.0770426372549939,-0.0552958676784122,0.2093811421884,No,No,No,No,No
Brandenburg,RICLPM,Observed,All,-0.051664849788056,-0.143921214892812,0.0405915153166997,-0.0130273467274138,-0.120261834749972,0.0942071412951443,-0.0208976255747469,-0.128790625473002,0.0869953743235084,0.0128173735768742,-0.0842561994191721,0.10989094657292,0.0387847320237008,-0.0542242559810335,0.131793720028435,No,No,No,No,No
Mecklenburg-Western Pomerania,RICLPM,Observed,All,-0.130897704665624,-0.239759475809168,-0.0220359335220788,-0.0680201131276363,-0.185150306389496,0.0491100801342232,0.0661008754677822,-0.0533610343626773,0.185562785298242,-0.0590237066906017,-0.175586422892763,0.0575390095115596,0.0256234932161809,-0.0945744818751391,0.145821468307501,No,No,No,No,No
Saxony,RICLPM,Observed,All,-0.00618232437927701,-0.0863870914779292,0.0740224427193752,-0.028214397425937,-0.127740897526456,0.0713121026745825,0.0241251008782675,-0.0664420751185664,0.114692276875101,0.00287972674135316,-0.0992896968585157,0.105049150341222,0.032963971015716,-0.0486272513152228,0.114555193346655,No,No,No,No,No
Saxony-Anhalt,RICLPM,Observed,All,-0.0145980330990107,-0.105501912631861,0.0763058464338396,-0.031472873634861,-0.109022796875205,0.0460770496054832,0.0132841168483591,-0.0931287552665493,0.119696988963267,-0.00254494207215161,-0.10122521192595,0.096135327781647,-0.00625107129306583,-0.0994421921623582,0.0869400495762266,No,No,No,No,No
Thuringia,RICLPM,Observed,All,0.0359613497215126,-0.0505895421478125,0.122512241590838,-0.0124445509014896,-0.0968480746671344,0.0719589728641552,-0.0315317651249819,-0.10899432407951,0.0459307938295458,-0.112748946881847,-0.204870070434404,-0.0206278233292904,-0.0590223092997155,-0.165572789781465,0.0475281711820343,No,No,No,No,No
Schleswig-Holstein,CLPM,Latent,Single,0.0183997224211785,-0.0381296000866952,0.0749290449290522,-0.00535775186040341,-0.0578412971699046,0.0471257934490978,0.0337804249524264,-0.0166266863569424,0.0841875362617953,0.0396540873559241,-0.0165373151692572,0.0958454898811054,-0.0104285351204866,-0.0671249171967337,0.0462678469557604,No,No,No,No,No
Hamburg,CLPM,Latent,Single,0.0155984118462297,-0.0736619799938919,0.104858803686351,-0.00903006447108517,-0.0829945630539036,0.0649344341117332,0.0192418238897737,-0.0377852265449005,0.076268874324448,-0.00434555209714085,-0.0554184163274064,0.0467273121331247,0.0169112934473716,-0.0539224385123224,0.0877450254070655,Yes,No,No,No,Yes
Lower Saxony,CLPM,Latent,Single,0.0153761624517597,-0.0124757102150585,0.0432280351185779,-0.00831924365984944,-0.0343905238063923,0.0177520364866934,0.00237076043428484,-0.022792075907505,0.0275335967760747,0.00202972464446612,-0.0247587945834106,0.0288182438723429,-0.0172465181605295,-0.0458547485491612,0.0113617122281022,No,No,No,No,No
Bremen,CLPM,Latent,Single,-0.0217401311478504,-0.107861639406758,0.0643813771110574,-0.0692685671985018,-0.183470502135273,0.0449333677382698,0.021744022997201,-0.0702186169084953,0.113706662902897,-0.0651899944891482,-0.166747981016781,0.0363679920384848,-0.047431372351328,-0.127203300741398,0.032340556038742,Yes,No,No,Yes,No
North Rhine-Westphalia,CLPM,Latent,Single,0.022075652970219,0.00238333773823207,0.0417679682022058,0.00400314872482049,-0.0145150730741023,0.0225213705237433,0.00885214085179662,-0.00700945423022538,0.0247137359338186,-4.6763651005097e-4,-0.0181115226660802,0.0171762496459783,0.0230221621156888,0.00522526558420937,0.0408190586471683,No,No,No,No,No
Hesse,CLPM,Latent,Single,0.0497950383214921,0.0170687519913827,0.0825213246516015,0.021800117697817,-0.00909631001094156,0.0526965454065756,0.0172504156418781,-0.00901332751898957,0.0435141588027457,-0.019249172514606,-0.0501660429209106,0.0116676978916986,-0.034421430185614,-0.0652585922483324,-0.00358426812289557,No,No,No,No,No
Rhineland-Palatinate,CLPM,Latent,Single,-0.0229568757149435,-0.067421757695332,0.021508006265445,-0.023024009694765,-0.0636348411332149,0.0175868217436849,-0.00689238882426584,-0.041099365693181,0.0273145880446493,0.0202015466484184,-0.0187675117230499,0.0591706050198867,-0.0470684977951454,-0.0840524367141613,-0.0100845588761296,No,No,No,No,No
Baden-Wuerttemberg,CLPM,Latent,Single,0.0238029106382138,-0.00190895382048601,0.0495147750969137,-0.0140742482516234,-0.0383731629935483,0.0102246664903014,-8.6101140790385e-4,-0.0217868055003216,0.0200647826845139,0.00139262906263947,-0.022310194209521,0.0250954523348,-0.0176493737593632,-0.0410481453122038,0.00574939779347733,No,No,No,No,No
Bavaria,CLPM,Latent,Single,8.1988984640454e-4,-0.0210403051446446,0.0226800848374537,-0.0118190369409614,-0.0313636555872109,0.0077255817052881,-8.4563634777926e-4,-0.0188550045102246,0.0171637318146661,0.00817673313461207,-0.010983864583123,0.0273373308523472,-0.0204060977435549,-0.0412485183501906,4.3632286308072e-4,No,No,No,No,No
Saarland,CLPM,Latent,Single,-0.118313222611904,-0.213083295876195,-0.0235431493476134,-0.0421066388321418,-0.139020995672366,0.0548077180080829,0.00395691100927589,-0.0852427083771271,0.0931565303956789,-0.0196955306093738,-0.132991667800595,0.0936006065818472,-0.0150756663491892,-0.113021318666098,0.0828699859677196,No,No,No,No,No
Berlin,CLPM,Latent,Single,-0.00101367338697332,-0.0415960451087682,0.0395686983348215,0.0109175805142705,-0.0211833402835401,0.0430185013120812,0.00639336505594461,-0.0247060652058267,0.0374927953177159,0.00103057559097154,-0.0360221000418358,0.0380832512237789,0.00942258366093151,-0.0256311997320188,0.0444763670538819,No,No,No,No,No
Brandenburg,CLPM,Latent,Single,0.0113603395561452,-0.024964000762406,0.0476846798746964,-0.0253822449100663,-0.0670779231056096,0.016313433285477,0.0162999127394408,-0.0185623609805724,0.0511621864594541,0.0155496814528813,-0.0208833290612167,0.0519826919669793,-0.0049254682190742,-0.0481723053827373,0.0383213689445889,No,No,No,No,No
Mecklenburg-Western Pomerania,CLPM,Latent,Single,0.0329228767563981,-0.0278339554947801,0.0936797090075762,-0.0148480099928331,-0.065948372232541,0.0362523522468747,0.00619328489945238,-0.0385844957187194,0.0509710655176242,-0.0213965336304772,-0.0720537482485308,0.0292606809875763,0.0214196928087514,-0.0372168451982764,0.0800562308157791,No,No,No,No,No
Saxony,CLPM,Latent,Single,-0.0165055085887596,-0.0423588133976822,0.00934779622016289,8.1125832785977e-4,-0.0264550578167033,0.0280775744724228,2.8475171960882e-4,-0.0219812858259272,0.0225507892651448,-0.00293030170509478,-0.0286884793893016,0.0228278759791121,0.0298161012086758,0.00434060295733671,0.0552915994600148,No,No,No,No,No
Saxony-Anhalt,CLPM,Latent,Single,0.0331763324620549,-9.4729104864373e-4,0.0672999559727536,0.0152175246434682,-0.0179013967480786,0.0483364460350151,-0.00355659042688021,-0.0356042271492105,0.02849104629545,3.4887043657252e-4,-0.0369698457900765,0.0376675866632215,0.0502095982181133,0.0148775948067142,0.0855416016295124,No,No,No,No,No
Thuringia,CLPM,Latent,Single,0.0111840622034202,-0.0233054432444902,0.0456735676513308,0.0136164580639531,-0.0178589207370015,0.0450918368649078,-0.010376675550138,-0.0419179702294647,0.0211646191291886,-0.0185805094746999,-0.0495745277299551,0.0124135087805553,-0.0236177820782733,-0.0567464976056652,0.00951093344911862,No,No,No,Yes,No
Schleswig-Holstein,RICLPM,Latent,Single,NA,NA,NA,-0.226385014174428,-0.399469674883442,-0.0533003534654128,0.0317532328814625,-0.197970434068843,0.261476899831768,0.296076261041927,0.0756175326536828,0.516534989430171,-0.255663591261598,-0.611411790264072,0.100084607740876,Yes,No,No,No,No
Hamburg,RICLPM,Latent,Single,0.0062920229502014,-0.162628417219089,0.175212463119492,0.0583420214620434,-0.155928605476945,0.272612648401032,0.154276103354984,-0.0162675885754011,0.324819795285369,-0.0419493118395797,-0.241882901936591,0.157984278257431,NA,NA,NA,Yes,No,No,No,Yes
Lower Saxony,RICLPM,Latent,Single,-0.0204823769435227,-0.132422742316936,0.0914579884298905,-0.0437431507111453,-0.130932333327332,0.0434460319050409,-0.0110111070379165,-0.114081580457005,0.092059366381172,0.0745858906058068,-0.0462546932344261,0.19542647444604,-0.101758562871268,-0.225904853347581,0.0223877276050454,No,No,No,No,No
Bremen,RICLPM,Latent,Single,0.147250926693099,-0.176855000121478,0.471356853507675,-0.3002737855483,-0.928377505807228,0.327829934710629,-0.156608244260347,-0.470010087498796,0.156793598978103,0.222269327574612,-0.146520096910392,0.591058752059617,0.486219217094635,0.11382841944888,0.858610014740391,Yes,Yes,No,Yes,No
